Date,Open,High,Low,Close,Volume
2017-11-30,665.0,692.5,650.0,692.5,25847000
2017-12-01,692.5,692.5,692.5,692.5,0
2017-12-04,690.0,690.0,650.0,662.5,28857000
2017-12-05,665.0,670.0,640.0,647.5,10666000
2017-12-06,650.0,680.0,647.5,670.0,13387000
2017-12-07,670.0,682.5,665.0,677.5,5871000
2017-12-08,680.0,680.0,655.0,655.0,21212000
2017-12-11,660.0,672.5,647.5,647.5,33760000
2017-12-12,647.5,660.0,635.0,635.0,25957000
2017-12-13,635.0,655.0,627.5,655.0,24984000
2017-12-14,655.0,670.0,640.0,655.0,25514000
2017-12-15,660.0,667.5,637.5,642.5,24411000
2017-12-18,642.5,642.5,617.5,625.0,46032000
2017-12-19,630.0,645.0,630.0,640.0,22746000
2017-12-20,640.0,640.0,612.5,620.0,19471000
2017-12-21,622.5,637.5,622.5,630.0,6400000
2017-12-22,630.0,632.5,620.0,620.0,902000
2017-12-25,620.0,620.0,620.0,620.0,0
2017-12-26,620.0,620.0,620.0,620.0,0
2017-12-27,625.0,632.5,625.0,630.0,3599000
2017-12-28,630.0,632.5,617.5,620.0,13034000
2017-12-29,622.5,640.0,612.5,620.0,13963000
2018-01-01,620.0,620.0,620.0,620.0,0
2018-01-02,620.0,632.5,620.0,627.5,5930000
2018-01-03,627.5,632.5,620.0,625.0,14473000
2018-01-04,627.5,630.0,617.5,630.0,19922000
2018-01-05,630.0,630.0,617.5,622.5,20721000
2018-01-08,622.5,637.5,622.5,637.5,11601000
2018-01-09,637.5,647.5,625.0,642.5,23400000
2018-01-10,642.5,645.0,627.5,630.0,10249000
2018-01-11,630.0,640.0,622.5,640.0,16419000
2018-01-12,640.0,662.5,637.5,662.5,43463000
2018-01-15,662.5,670.0,657.5,662.5,20508000
2018-01-16,662.5,665.0,655.0,662.5,17140000
2018-01-17,670.0,670.0,662.5,670.0,20647000
2018-01-18,670.0,707.5,670.0,700.0,79208000
2018-01-19,700.0,700.0,680.0,692.5,13490000
2018-01-22,690.0,715.0,690.0,712.5,30388000
2018-01-23,710.0,720.0,702.5,720.0,22674000
2018-01-24,720.0,752.5,710.0,745.0,17825000
2018-01-25,745.0,750.0,730.0,735.0,23160000
2018-01-26,730.0,732.5,722.5,727.5,19155000
2018-01-29,725.0,760.0,722.5,760.0,14979000
2018-01-30,757.5,760.0,732.5,757.5,24128000
2018-01-31,740.0,752.5,715.0,730.0,31937000
2018-02-01,730.0,737.5,700.0,710.0,19464000
2018-02-02,710.0,727.5,710.0,722.5,34242000
2018-02-05,717.5,717.5,702.5,710.0,17837000
2018-02-06,705.0,720.0,680.0,707.5,16656000
2018-02-07,710.0,727.5,710.0,725.0,25699000
2018-02-08,725.0,745.0,720.0,735.0,44922000
2018-02-09,735.0,735.0,712.5,717.5,10265000
2018-02-12,725.0,725.0,712.5,715.0,14119000
2018-02-13,715.0,722.5,710.0,712.5,14319000
2018-02-14,712.5,727.5,710.0,715.0,22573000
2018-02-15,712.5,717.5,710.0,712.5,4601000
2018-02-16,712.5,712.5,712.5,712.5,0
2018-02-19,712.5,730.0,712.5,727.5,9878000
2018-02-20,730.0,730.0,712.5,717.5,10715000
2018-02-21,730.0,752.5,715.0,737.5,14728000
2018-02-22,737.5,755.0,730.0,740.0,5404000
2018-02-23,740.0,747.5,732.5,747.5,3235000
2018-02-26,747.5,752.5,740.0,745.0,4543000
2018-02-27,745.0,750.0,735.0,750.0,1586000
2018-02-28,747.5,765.0,740.0,760.0,6105000
2018-03-01,760.0,762.5,735.0,737.5,7196000
2018-03-02,735.0,740.0,725.0,727.5,14857000
2018-03-05,727.5,737.5,715.0,720.0,7296000
2018-03-06,720.0,742.5,712.5,730.0,5253000
2018-03-07,730.0,737.5,717.5,725.0,10225000
2018-03-08,722.5,745.0,717.5,740.0,5625000
2018-03-09,740.0,757.5,737.5,750.0,8167000
2018-03-12,760.0,800.0,750.0,775.0,20672000
2018-03-13,775.0,775.0,750.0,767.5,12911000
2018-03-14,767.5,770.0,730.0,770.0,3957000
2018-03-15,750.0,750.0,742.5,745.0,9464000
2018-03-16,745.0,747.5,740.0,745.0,31548000
2018-03-19,750.0,790.0,740.0,740.0,16169000
2018-03-20,750.0,777.5,750.0,772.5,18212000
2018-03-21,772.5,800.0,770.0,790.0,21598000
2018-03-22,790.0,800.0,752.5,752.5,9943000
2018-03-23,750.0,760.0,720.0,755.0,9278000
2018-03-26,755.0,785.0,755.0,780.0,19091000
2018-03-27,775.0,782.5,740.0,750.0,10076000
2018-03-28,750.0,777.5,742.5,770.0,6738000
2018-03-29,770.0,777.5,750.0,777.5,11545000
2018-03-30,777.5,777.5,777.5,777.5,0
2018-04-02,780.0,817.5,780.0,795.0,20106000
2018-04-03,795.0,807.5,785.0,807.5,7976000
2018-04-04,817.5,817.5,785.0,802.5,2114000
2018-04-05,790.0,812.5,785.0,790.0,1354000
2018-04-06,790.0,800.0,745.0,745.0,3969000
2018-04-09,750.0,795.0,750.0,790.0,5291000
2018-04-10,790.0,805.0,780.0,780.0,13334000
2018-04-11,782.5,820.0,782.5,820.0,8224000
2018-04-12,815.0,817.5,802.5,810.0,4695000
2018-04-13,805.0,835.0,800.0,830.0,15594000
2018-04-16,830.0,830.0,830.0,830.0,0
2018-04-17,830.0,830.0,830.0,830.0,0
2018-04-18,812.5,825.0,810.0,817.5,13367000
2018-04-19,817.5,817.5,817.5,817.5,0
2018-04-20,817.5,817.5,817.5,817.5,0
2018-04-23,840.0,840.0,817.5,820.0,4923000
2018-04-24,832.5,832.5,807.5,822.5,4837000
2018-04-25,822.5,822.5,822.5,822.5,0
2018-04-26,822.5,822.5,822.5,822.5,0
2018-04-27,822.5,822.5,822.5,822.5,0
2018-04-30,820.0,825.0,770.0,825.0,19150000
2018-05-01,825.0,825.0,825.0,825.0,0
2018-05-02,82.5,82.5,80.5,82.25,14940000
2018-05-03,807.5,825.0,807.5,815.0,15813000
2018-05-04,81.5,81.5,80.0,80.5,17075000
2018-05-07,827.5,827.5,807.5,810.0,11823000
2018-05-08,815.0,815.0,770.0,780.0,29460000
2018-05-09,785.0,792.5,780.0,787.5,27984000
2018-05-10,787.5,787.5,787.5,787.5,0
2018-05-11,800.0,830.0,797.5,825.0,22813000
2018-05-14,82.0,84.0,81.0,82.75,5431000
2018-05-15,822.5,837.5,812.5,830.0,15038000
2018-05-16,825.0,860.0,817.5,840.0,31342000
2018-05-17,847.5,860.0,837.5,845.0,17488000
2018-05-18,845.0,847.5,835.0,840.0,11302000
2018-05-21,842.5,850.0,812.5,825.0,12458000
2018-05-22,827.5,830.0,802.5,802.5,8424000
2018-05-23,802.5,832.5,802.5,802.5,9824000
2018-05-24,805.0,842.5,805.0,830.0,6845000
2018-05-25,830.0,850.0,802.5,842.5,14151000
2018-05-28,845.0,860.0,830.0,855.0,5080000
2018-05-29,855.0,855.0,855.0,855.0,0
2018-05-30,855.0,945.0,855.0,860.0,33785000
2018-05-31,865.0,890.0,810.0,842.5,49228000
2018-06-01,842.5,842.5,842.5,842.5,0
2018-06-04,845.0,850.0,810.0,820.0,9039500
2018-06-05,820.0,840.0,805.0,815.0,12271300
2018-06-06,815.0,840.0,815.0,840.0,11688300
2018-06-07,840.0,945.0,840.0,910.0,42970700
2018-06-08,910.0,920.0,865.0,885.0,24180400
2018-06-11,885.0,885.0,885.0,885.0,0
2018-06-12,885.0,885.0,885.0,885.0,0
2018-06-13,885.0,885.0,885.0,885.0,0
2018-06-14,885.0,885.0,885.0,885.0,0
2018-06-15,885.0,885.0,885.0,885.0,0
2018-06-18,885.0,885.0,885.0,885.0,0
2018-06-19,885.0,885.0,885.0,885.0,0
2018-06-20,885.0,885.0,835.0,855.0,20074300
2018-06-21,855.0,915.0,850.0,855.0,11381400
2018-06-22,860.0,870.0,835.0,840.0,11794800
2018-06-25,840.0,870.0,825.0,855.0,14035700
2018-06-26,860.0,875.0,840.0,855.0,10248300
2018-06-27,855.0,875.0,850.0,860.0,10423600
2018-06-28,860.0,870.0,840.0,850.0,12401700
2018-06-29,850.0,900.0,835.0,900.0,14810100
2018-07-02,900.0,900.0,835.0,835.0,10244000
2018-07-03,840.0,850.0,780.0,790.0,14914500
2018-07-04,820.0,820.0,775.0,815.0,13633600
2018-07-05,815.0,830.0,805.0,820.0,13672700
2018-07-06,820.0,830.0,815.0,820.0,12403300
2018-07-09,825.0,840.0,810.0,825.0,8174500
2018-07-10,835.0,840.0,805.0,815.0,12660900
2018-07-11,815.0,815.0,790.0,795.0,26451100
2018-07-12,800.0,805.0,790.0,795.0,13364600
2018-07-13,805.0,805.0,785.0,800.0,8910800
2018-07-16,795.0,800.0,765.0,780.0,6928000
2018-07-17,765.0,790.0,740.0,750.0,17562700
2018-07-18,755.0,790.0,750.0,790.0,22367300
2018-07-19,790.0,800.0,770.0,800.0,16484800
2018-07-20,800.0,805.0,780.0,800.0,8027800
2018-07-23,820.0,820.0,775.0,795.0,7570900
2018-07-24,795.0,820.0,785.0,800.0,16826500
2018-07-25,815.0,815.0,800.0,810.0,8548700
2018-07-26,815.0,830.0,790.0,800.0,13112500
2018-07-27,800.0,820.0,790.0,815.0,8923700
2018-07-30,815.0,860.0,810.0,855.0,12202900
2018-07-31,860.0,915.0,855.0,885.0,48944000
2018-08-01,890.0,900.0,875.0,885.0,18672600
2018-08-02,825.0,895.0,800.0,890.0,20057800
2018-08-03,885.0,885.0,850.0,860.0,7439500
2018-08-06,865.0,885.0,850.0,875.0,7260600
2018-08-07,875.0,885.0,860.0,870.0,4483000
2018-08-08,875.0,910.0,870.0,890.0,23764400
2018-08-09,910.0,910.0,880.0,900.0,14448300
2018-08-10,905.0,910.0,870.0,880.0,4633800
2018-08-13,875.0,875.0,830.0,840.0,11723900
2018-08-14,840.0,840.0,780.0,800.0,39440200
2018-08-15,805.0,825.0,765.0,775.0,36373400
2018-08-16,775.0,815.0,770.0,795.0,22011900
2018-08-17,795.0,795.0,795.0,795.0,0
2018-08-20,810.0,840.0,800.0,825.0,27516500
2018-08-21,830.0,870.0,830.0,855.0,12750600
2018-08-22,855.0,855.0,855.0,855.0,0
2018-08-23,880.0,885.0,835.0,855.0,14499100
2018-08-24,855.0,855.0,820.0,825.0,7739100
2018-08-27,830.0,840.0,800.0,810.0,17380300
2018-08-28,820.0,860.0,815.0,845.0,19216800
2018-08-29,845.0,855.0,840.0,850.0,6949500
2018-08-30,845.0,860.0,845.0,850.0,4213100
2018-08-31,840.0,840.0,810.0,835.0,10467000
2018-09-03,835.0,840.0,820.0,840.0,3918600
2018-09-04,840.0,845.0,805.0,815.0,6897200
2018-09-05,810.0,815.0,750.0,765.0,36875100
2018-09-06,765.0,790.0,760.0,780.0,26657800
2018-09-07,780.0,800.0,780.0,795.0,17948900
2018-09-10,815.0,815.0,780.0,800.0,6746500
2018-09-11,800.0,800.0,800.0,800.0,0
2018-09-12,800.0,825.0,790.0,800.0,27692100
2018-09-13,800.0,805.0,770.0,780.0,12143500
2018-09-14,790.0,815.0,780.0,805.0,8458100
2018-09-17,805.0,815.0,805.0,810.0,3806900
2018-09-18,815.0,815.0,800.0,815.0,8108200
2018-09-19,815.0,835.0,815.0,830.0,3813200
2018-09-20,830.0,850.0,805.0,815.0,7923700
2018-09-21,820.0,825.0,790.0,815.0,18656900
2018-09-24,815.0,820.0,800.0,810.0,7329900
2018-09-25,810.0,815.0,800.0,810.0,2939600
2018-09-26,810.0,815.0,805.0,815.0,1289200
2018-09-27,815.0,825.0,810.0,820.0,6024400
2018-09-28,825.0,825.0,810.0,825.0,9180300
2018-10-01,825.0,830.0,805.0,810.0,4902600
2018-10-02,815.0,815.0,785.0,785.0,6772600
2018-10-03,785.0,795.0,765.0,770.0,14014300
2018-10-04,780.0,785.0,765.0,780.0,20127900
2018-10-05,780.0,790.0,760.0,780.0,19194400
2018-10-08,785.0,820.0,785.0,810.0,11982400
2018-10-09,810.0,815.0,790.0,800.0,3301100
2018-10-10,800.0,805.0,790.0,790.0,5109900
2018-10-11,790.0,795.0,780.0,790.0,5057600
2018-10-12,790.0,790.0,780.0,790.0,9196200
2018-10-15,790.0,795.0,765.0,775.0,16427600
2018-10-16,780.0,790.0,775.0,790.0,7161400
2018-10-17,785.0,810.0,785.0,805.0,9807500
2018-10-18,805.0,805.0,780.0,795.0,8799900
2018-10-19,785.0,805.0,785.0,800.0,2798800
2018-10-22,810.0,810.0,785.0,790.0,6717600
2018-10-23,790.0,800.0,785.0,795.0,5287600
2018-10-24,795.0,800.0,785.0,795.0,5630400
2018-10-25,785.0,805.0,780.0,790.0,11850200
2018-10-26,800.0,835.0,790.0,835.0,12127800
2018-10-29,835.0,845.0,810.0,815.0,9782200
2018-10-30,815.0,820.0,805.0,815.0,4389200
2018-10-31,815.0,820.0,785.0,800.0,15417600
2018-11-01,800.0,810.0,790.0,800.0,3853700
2018-11-02,800.0,810.0,790.0,800.0,6267500
2018-11-05,800.0,810.0,795.0,810.0,8680100
2018-11-06,815.0,815.0,805.0,810.0,6448100
2018-11-07,810.0,820.0,805.0,815.0,10273300
2018-11-08,815.0,835.0,810.0,830.0,28346400
2018-11-09,830.0,835.0,815.0,830.0,9772100
2018-11-12,830.0,835.0,800.0,810.0,5269900
2018-11-13,805.0,815.0,800.0,810.0,7734800
2018-11-14,810.0,815.0,800.0,805.0,7282300
2018-11-15,810.0,815.0,800.0,805.0,4681200
2018-11-16,810.0,815.0,800.0,805.0,12543400
2018-11-19,810.0,825.0,800.0,800.0,4405100
2018-11-20,800.0,800.0,800.0,800.0,0
2018-11-21,805.0,815.0,790.0,800.0,8909400
2018-11-22,800.0,800.0,790.0,795.0,10744700
2018-11-23,800.0,800.0,790.0,790.0,1162800
2018-11-26,790.0,800.0,790.0,795.0,10888200
2018-11-27,795.0,795.0,790.0,795.0,1133400
2018-11-28,790.0,800.0,790.0,795.0,7336000
2018-11-29,795.0,835.0,790.0,835.0,27131300
2018-11-30,835.0,880.0,815.0,875.0,36660200
2018-12-03,875.0,885.0,825.0,865.0,24062800
2018-12-04,865.0,875.0,850.0,860.0,11217000
2018-12-05,855.0,860.0,835.0,850.0,5054200
2018-12-06,850.0,860.0,825.0,825.0,9604500
2018-12-07,825.0,845.0,825.0,830.0,3742700
2018-12-10,830.0,830.0,795.0,800.0,21245100
2018-12-11,800.0,805.0,795.0,795.0,7919900
2018-12-12,800.0,800.0,795.0,800.0,4849000
2018-12-13,805.0,810.0,795.0,800.0,23877400
2018-12-14,805.0,805.0,790.0,790.0,16276600
2018-12-17,790.0,795.0,785.0,785.0,6327200
2018-12-18,790.0,790.0,775.0,785.0,5858700
2018-12-19,795.0,805.0,780.0,790.0,10304500
2018-12-20,800.0,800.0,765.0,785.0,12172000
2018-12-21,780.0,785.0,775.0,785.0,7473600
2018-12-24,785.0,785.0,785.0,785.0,0
2018-12-25,785.0,785.0,785.0,785.0,0
2018-12-26,790.0,795.0,775.0,785.0,5410400
2018-12-27,785.0,805.0,785.0,800.0,9308200
2018-12-28,800.0,805.0,785.0,805.0,8673800
2018-12-31,805.0,805.0,805.0,805.0,0
2019-01-01,805.0,805.0,805.0,805.0,0
2019-01-02,795.0,805.0,790.0,795.0,2495200
2019-01-03,800.0,805.0,795.0,800.0,7275800
2019-01-04,800.0,810.0,795.0,800.0,3626500
2019-01-07,810.0,820.0,800.0,815.0,8009100
2019-01-08,815.0,895.0,815.0,880.0,62833700
2019-01-09,885.0,925.0,880.0,885.0,45224100
2019-01-10,885.0,905.0,875.0,880.0,42434100
2019-01-11,890.0,915.0,880.0,910.0,32327200
2019-01-14,910.0,915.0,890.0,900.0,30135700
2019-01-15,905.0,945.0,895.0,930.0,19690400
2019-01-16,930.0,940.0,925.0,930.0,39822700
2019-01-17,930.0,950.0,850.0,930.0,31972300
2019-01-18,930.0,985.0,930.0,930.0,40276500
2019-01-21,940.0,970.0,930.0,930.0,36715700
2019-01-22,935.0,950.0,920.0,925.0,8103400
2019-01-23,935.0,975.0,925.0,930.0,32869800
2019-01-24,935.0,960.0,935.0,955.0,38777200
2019-01-25,955.0,1070.0,955.0,975.0,34259600
2019-01-28,975.0,1015.0,950.0,990.0,33045600
2019-01-29,995.0,1000.0,980.0,995.0,10455000
2019-01-30,995.0,1000.0,980.0,990.0,8776500
2019-01-31,990.0,1010.0,990.0,1005.0,35440600
2019-02-01,1005.0,1010.0,960.0,975.0,20273900
2019-02-04,975.0,980.0,960.0,965.0,55054400
2019-02-05,965.0,965.0,965.0,965.0,0
2019-02-06,970.0,1000.0,970.0,985.0,16289400
2019-02-07,985.0,1010.0,985.0,995.0,9981900
2019-02-08,1000.0,1000.0,980.0,990.0,7683000
2019-02-11,985.0,1040.0,980.0,1020.0,11454400
2019-02-12,1030.0,1035.0,1000.0,1020.0,16464100
2019-02-13,1005.0,1035.0,1000.0,1025.0,24895800
2019-02-14,1030.0,1030.0,1000.0,1015.0,7268600
2019-02-15,1015.0,1035.0,1015.0,1025.0,22421000
2019-02-18,1025.0,1110.0,1025.0,1075.0,15408600
2019-02-19,1080.0,1085.0,1050.0,1075.0,6231300
2019-02-20,1080.0,1085.0,1030.0,1030.0,9351100
2019-02-21,1020.0,1050.0,1005.0,1005.0,13735300
2019-02-22,1005.0,1030.0,1005.0,1020.0,16223400
2019-02-25,1025.0,1060.0,1015.0,1060.0,27572300
2019-02-26,1065.0,1085.0,1040.0,1050.0,7809900
2019-02-27,1055.0,1085.0,1045.0,1080.0,8186500
2019-02-28,1085.0,1085.0,1040.0,1060.0,8996500
2019-03-01,1065.0,1095.0,1060.0,1085.0,16262400
2019-03-04,1090.0,1095.0,1055.0,1055.0,9281400
2019-03-05,1055.0,1060.0,1015.0,1045.0,6826300
2019-03-06,1040.0,1045.0,1010.0,1045.0,15000000
2019-03-07,1045.0,1045.0,1045.0,1045.0,0
2019-03-08,1040.0,1045.0,1020.0,1040.0,30252800
2019-03-11,1040.0,1080.0,1035.0,1060.0,11917700
2019-03-12,1060.0,1070.0,1050.0,1060.0,8284200
2019-03-13,1065.0,1080.0,1055.0,1075.0,4412300
2019-03-14,1080.0,1085.0,1060.0,1065.0,5985600
2019-03-15,1065.0,1115.0,1060.0,1100.0,14094400
2019-03-18,1120.0,1120.0,1065.0,1065.0,8051400
2019-03-19,1095.0,1100.0,1075.0,1075.0,3428000
2019-03-20,1080.0,1090.0,1065.0,1070.0,3454500
2019-03-21,1075.0,1095.0,1070.0,1085.0,6500100
2019-03-22,1090.0,1110.0,1080.0,1100.0,8597400
2019-03-25,1075.0,1080.0,1050.0,1055.0,11575600
2019-03-26,1055.0,1085.0,995.0,1005.0,15525300
2019-03-27,1005.0,1015.0,990.0,995.0,7427600
2019-03-28,995.0,1010.0,990.0,1000.0,19408500
2019-03-29,990.0,1000.0,950.0,955.0,10178400
2019-04-01,975.0,1015.0,975.0,990.0,13195100
2019-04-02,1010.0,1060.0,995.0,1045.0,32804900
2019-04-03,1045.0,1045.0,1045.0,1045.0,0
2019-04-04,1045.0,1055.0,990.0,995.0,9937100
2019-04-05,990.0,1015.0,990.0,1000.0,9875700
2019-04-08,995.0,1000.0,945.0,950.0,16439200
2019-04-09,940.0,985.0,940.0,960.0,32226300
2019-04-10,975.0,985.0,955.0,955.0,27088400
2019-04-11,970.0,970.0,950.0,960.0,40965800
2019-04-12,990.0,990.0,940.0,960.0,10178400
2019-04-15,965.0,975.0,960.0,975.0,7792700
2019-04-16,975.0,995.0,960.0,985.0,25418000
2019-04-17,985.0,985.0,985.0,985.0,0
2019-04-18,1000.0,1010.0,985.0,1000.0,13014400
2019-04-19,1000.0,1000.0,1000.0,1000.0,0
2019-04-22,1000.0,1010.0,920.0,940.0,29620300
2019-04-23,950.0,1015.0,940.0,960.0,24226000
2019-04-24,960.0,970.0,955.0,965.0,7547200
2019-04-25,965.0,980.0,960.0,965.0,15226200
2019-04-26,975.0,975.0,945.0,955.0,3639100
2019-04-29,960.0,995.0,960.0,985.0,7353600
2019-04-30,990.0,1005.0,975.0,995.0,10666800
2019-05-01,995.0,995.0,995.0,995.0,0
2019-05-02,995.0,1000.0,970.0,990.0,4742600
2019-05-03,990.0,990.0,965.0,990.0,15703200
2019-05-06,990.0,990.0,965.0,970.0,14468500
2019-05-07,980.0,985.0,965.0,975.0,6924400
2019-05-08,975.0,980.0,965.0,970.0,17925000
2019-05-09,970.0,975.0,960.0,965.0,46766800
2019-05-10,965.0,970.0,920.0,940.0,20876000
2019-05-13,940.0,955.0,925.0,935.0,20859200
2019-05-14,890.0,930.0,885.0,905.0,33308400
2019-05-15,905.0,950.0,890.0,915.0,79080900
2019-05-16,925.0,925.0,865.0,895.0,28324200
2019-05-17,900.0,905.0,825.0,840.0,26840700
2019-05-20,855.0,865.0,845.0,845.0,14728800
2019-05-21,850.0,890.0,850.0,870.0,10407300
2019-05-22,870.0,875.0,850.0,865.0,7356200
2019-05-23,870.0,875.0,835.0,835.0,10669300
2019-05-24,840.0,840.0,775.0,790.0,21577100
2019-05-27,790.0,850.0,790.0,840.0,31874200
2019-05-28,840.0,875.0,825.0,840.0,47006700
2019-05-29,840.0,880.0,840.0,880.0,15501200
2019-05-30,880.0,880.0,880.0,880.0,0
2019-05-31,880.0,890.0,865.0,880.0,17592600
2019-06-03,880.0,880.0,880.0,880.0,0
2019-06-04,880.0,880.0,880.0,880.0,0
2019-06-05,880.0,880.0,880.0,880.0,0
2019-06-06,880.0,880.0,880.0,880.0,0
2019-06-07,880.0,880.0,880.0,880.0,0
2019-06-10,890.0,910.0,880.0,885.0,11675600
2019-06-11,885.0,930.0,880.0,910.0,16829800
2019-06-12,910.0,925.0,885.0,895.0,10066600
2019-06-13,890.0,890.0,880.0,885.0,6387500
2019-06-14,885.0,890.0,880.0,885.0,6289500
2019-06-17,885.0,890.0,880.0,880.0,4561900
2019-06-18,880.0,895.0,880.0,890.0,2025800
2019-06-19,895.0,945.0,895.0,940.0,26522800
2019-06-20,950.0,970.0,930.0,960.0,21443300
2019-06-21,960.0,970.0,920.0,965.0,10970800
2019-06-24,960.0,965.0,935.0,935.0,9798700
2019-06-25,935.0,950.0,900.0,900.0,13821800
2019-06-26,900.0,940.0,900.0,900.0,18753400
2019-06-27,920.0,930.0,905.0,925.0,5978800
2019-06-28,925.0,940.0,900.0,900.0,13223000
2019-07-01,910.0,925.0,890.0,900.0,13276900
2019-07-02,905.0,910.0,880.0,890.0,12554700
2019-07-03,890.0,905.0,880.0,885.0,6091600
2019-07-04,890.0,895.0,880.0,885.0,2829200
2019-07-05,885.0,910.0,885.0,890.0,7549700
2019-07-08,895.0,905.0,890.0,890.0,3587700
2019-07-09,890.0,950.0,890.0,940.0,16380200
2019-07-10,940.0,950.0,920.0,920.0,12787700
2019-07-11,930.0,940.0,925.0,935.0,11167400
2019-07-12,935.0,940.0,910.0,930.0,5961400
2019-07-15,930.0,940.0,920.0,930.0,6764500
2019-07-16,930.0,965.0,925.0,955.0,25920900
2019-07-17,960.0,995.0,955.0,980.0,29199500
2019-07-18,980.0,995.0,970.0,970.0,12598800
2019-07-19,965.0,975.0,930.0,935.0,9269800
2019-07-22,935.0,950.0,900.0,920.0,16183200
2019-07-23,930.0,930.0,905.0,915.0,7568700
2019-07-24,915.0,925.0,905.0,920.0,8308900
2019-07-25,925.0,995.0,920.0,960.0,17556800
2019-07-26,960.0,965.0,930.0,945.0,5837000
2019-07-29,950.0,950.0,920.0,925.0,6625600
2019-07-30,925.0,935.0,915.0,920.0,4054700
2019-07-31,920.0,965.0,920.0,945.0,28694200
2019-08-01,945.0,1005.0,935.0,1000.0,23981600
2019-08-02,1005.0,1005.0,970.0,990.0,12376100
2019-08-05,980.0,990.0,945.0,945.0,6367200
2019-08-06,930.0,970.0,920.0,950.0,4121500
2019-08-07,950.0,1000.0,950.0,985.0,14553300
2019-08-08,990.0,1000.0,980.0,1000.0,6436300
